y	income	price1	price2	price3	price4	catch1	catch2	catch3	catch4
3	6250	74.6	16.6	45.6	74.6	0.0678	0.0499	0.2421	0.0025
4	2916.7	4.3	4.3	29.3	4.3	0.0678	0.2601	0.5391	0.0503
3	4583.3	6.3	6.3	31.3	6.3	0.0678	0.2601	0.5391	0.0503
1	1250	2.3	2.3	27.3	2.3	0.0678	0.0276	0.0029	0.0503
4	3750	5.3	5.3	30.3	5.3	0.0678	0.0276	0.0029	0.0503
2	2083.3	3.3	3.3	28.3	3.3	0.0678	0.0276	0.0029	0.0503
2	1250	2.3	2.3	27.3	2.3	0.0678	0.0276	0.0029	0.0503
2	2916.7	34.3	4.3	33.3	34.3	0.0678	0.0014	0.0029	0.0789
3	4583.3	6.3	6.3	31.3	6.3	0.0678	0.0276	0.0029	0.0503
2	7083.3	9.3	9.3	34.3	9.3	0.0678	0.2601	0.5391	0.0503
1	3750	306.8	42.3	77.3	306.8	0.5333	0.2413	1.0266	0.4522
2	5416.7	65.6	231.8	266.8	65.6	0.0678	0.0897	1.0905	0.0789
2	6250	8.3	8.3	33.3	8.3	0.0678	0.0276	0.0029	0.0503
3	2916.7	132.1	34.3	58.3	132.1	0.1049	0.0613	0.3087	0.0079
3	2083.3	26.3	3.3	32.3	26.3	0.0678	0.0014	0.0029	0.0789
3	5416.7	7.3	7.3	32.3	7.3	0.0678	0.2601	0.5391	0.0503
2	7916.7	51.5	30.9	59.9	51.5	0.0678	0.1643	0.5391	0.0789
2	7916.7	30.9	30.9	55.9	30.9	0.0678	0.2601	0.5391	0.0503
2	2916.7	12.9	12.9	37.9	12.9	0.0678	0.0276	0.0029	0.0503
3	5416.7	21.9	21.9	46.9	21.9	0.0678	0.023	0.1648	0.0503
1	5416.7	24.8	24.8	49.8	24.8	0.0678	0.2601	0.5391	0.0503
3	4583.3	21.4	21.4	50.4	21.4	0.0678	0.1643	0.5391	0.0789
3	6250	456	41.5	76.5	456	0.5333	0.0361	0.4216	0.0069
2	2916.7	12.9	12.9	37.9	12.9	0.0678	0.2601	0.5391	0.0503
3	2916.7	119.3	236	261	119.3	0.2537	0.0531	0.0052	0.1498
2	3750	15.9	15.9	40.9	15.9	0.0678	0.2601	0.5391	0.0503
2	6250	24.9	24.9	49.9	24.9	0.0678	0.2601	0.5391	0.0503
3	7083.3	46.5	27.9	56.9	46.5	0.0678	0.1643	0.0041	0.0789
1	1250	4.1	4.1	29.1	4.1	0.0678	0.2601	0.5391	0.0503
4	1250	4.1	4.1	29.1	4.1	0.0678	0.2601	0.5391	0.0503
2	4583.3	130.8	130.8	155.8	130.8	0.0678	0.2601	0.5391	0.0503
2	3750	119.6	73	97	119.6	0.1049	0.0238	0.0468	0.0451
2	2083.3	45.4	74.4	109.4	45.4	0.0678	0.0897	1.0905	0.0789
3	2083.3	45.4	74.4	109.4	45.4	0.0678	0.0559	0.6456	0.0789
2	3750	119.6	73	97	119.6	0.1049	0.1574	0.4671	0.0451
3	1250	31.6	51.8	86.8	31.6	0.0678	0.0102	0.0209	0.0789
3	1250	106.7	31.6	66.6	106.7	0.5333	0.0361	0.4216	0.0069
1	1250	37.1	37.1	66.1	37.1	0.0678	0.1643	0.5391	0.0789
4	416.7	20.9	20.9	49.9	20.9	0.0678	0.1643	0.5391	0.0789
3	5416.7	393.7	154.5	189.5	393.7	0.5333	0.0156	0.0058	0.4522
3	2083.3	177.7	69.7	104.7	177.7	0.5333	0.0361	0.4216	0.0069
3	416.7	26.8	26.8	51.8	26.8	0.0678	0.1491	0.2421	0.0052
3	3750	110	110	135	110	0.0678	0.2601	0.5391	0.0503
2	5416.7	151.6	236.2	271.2	151.6	0.0678	0.0102	0.0209	0.0789
2	12500	511.6	328.4	352.4	511.6	0.1049	0.0023	0.0046	0.0451
3	4583.3	353.5	130.8	165.8	353.5	0.5333	0.2413	1.0266	0.4522
2	2083.3	68.4	106.6	141.6	68.4	0.0678	0.0559	0.6456	0.0789
4	2916.7	90.9	90.9	119.9	90.9	0.0678	0.0014	0.0029	0.0789
2	2916.7	133	90.9	114.9	133	0.1049	0.0023	0.0046	0.0451
3	2916.7	90.9	133	162.5	90.9	0.0678	0.0732	0.1726	0.0052
3	416.7	65	26.6	61.6	65	0.5333	0.2413	1.0266	0.4522
3	2916.7	216.2	88.4	123.4	216.2	0.5333	0.0156	0.0058	0.4522
2	5416.7	319.3	247.9	271.9	319.3	0.1049	0.0613	0.3087	0.0079
2	7083.3	295.4	115.2	139.2	295.4	0.1049	0.1574	0.4671	0.0451
4	5416.7	150.2	170.6	199.6	150.2	0.0678	0.1643	0.5391	0.0789
3	5416.7	367.4	150.2	185.2	367.4	0.5333	0.2413	1.0266	0.4522
3	6250	170.8	218.9	253.9	170.8	0.0678	0.0108	0.2377	0.0025
3	2916.7	88.4	113.3	148.3	88.4	0.0678	0.0559	0.6456	0.0789
1	1250	47.2	53.6	82.6	47.2	0.0678	0.1643	0.5391	0.0789
4	4583.3	129.6	147.2	176.2	129.6	0.0678	0.1643	0.5391	0.0789
4	3750	109	123.8	152.8	109	0.0678	0.1643	0.5391	0.0789
3	8750	569	232.6	267.6	569	0.5333	0.2413	1.0266	0.4522
3	2916.7	88.4	100.4	129.4	88.4	0.0678	0.1643	0.5391	0.0789
3	4583.3	317	129.6	164.6	317	0.5333	0.1665	0.3975	0.4522
3	2083.3	106.6	168.4	193.4	106.6	0.2537	0.6817	2.3014	0.1498
3	3750	140.7	159.8	188.8	140.7	0.0678	0.0499	0.2421	0.0025
2	3750	171.4	140.7	164.7	171.4	0.1049	0.1574	0.4671	0.0451
2	3750	171.4	270.8	295.8	171.4	0.2537	0.0531	0.0052	0.1498
3	3750	107.9	138.6	173.6	107.9	0.0678	0.0559	0.6456	0.0789
2	4583.3	115.7	79.3	103.3	115.7	0.1049	0.0023	0.0046	0.0451
3	4583.3	266.7	79.3	114.3	266.7	0.5333	0.0361	0.4216	0.0069
2	2916.7	86.7	37.8	61.8	86.7	0.1049	0.0023	0.0046	0.0451
2	416.7	58.1	11.4	46.4	58.1	0.5333	0.0361	0.4216	0.0069
2	2916.7	86.7	37.8	61.8	86.7	0.1049	0.0023	0.0046	0.0451
3	3750	85.7	60.3	84.3	85.7	0.1049	0.0023	0.0046	0.0451
3	3750	212.7	60.3	95.3	212.7	0.5333	0.0156	0.0058	0.4522
3	3750	212.7	60.3	95.3	212.7	0.5333	0.0156	0.0058	0.4522
3	2916.7	69.5	48.9	72.9	69.5	0.1049	0.0023	0.0046	0.0451
1	3750	85.7	85.7	104.2	85.7	0.2537	0.0233	0.0219	0.1498
2	2083.3	53.3	37.5	61.5	53.3	0.1049	0.1574	0.4671	0.0451
2	2916.7	172.5	48.9	83.9	172.5	0.5333	0.2413	1.0266	0.4522
3	3750	212.7	60.3	95.3	212.7	0.5333	0.0361	0.4216	0.0069
4	3750	224.3	66.7	101.7	224.3	0.5333	0.2413	1.0266	0.4522
4	2083.3	34.9	34.9	63.9	34.9	0.0678	0.1643	0.5391	0.0789
3	5416.7	360.1	77.3	112.3	360.1	0.5333	0.0156	0.0058	0.4522
3	2083.3	34.9	34.9	59.9	34.9	0.0678	0.0276	0.0029	0.0503
3	3750	261.3	56.1	91.1	261.3	0.5333	0.0156	0.0058	0.4522
3	4583.3	66.7	154.7	189.7	66.7	0.0678	0.0559	0.6456	0.0789
3	5416.7	77.3	77.3	106.3	77.3	0.0678	0.0971	0.1648	0.0789
3	3750	266.6	109	144	266.6	0.5333	0.2413	1.0266	0.4522
3	2916.7	191.3	64.4	99.4	191.3	0.5333	0.2413	1.0266	0.4522
2	9583.3	253.2	184.4	208.4	253.2	0.1049	0.0023	0.0046	0.0451
3	2916.7	191.3	64.4	99.4	191.3	0.5333	0.0361	0.4216	0.0069
2	2083.3	49.4	67.8	102.8	49.4	0.0678	0.0897	1.0905	0.0789
2	2916.7	191.3	64.4	99.4	191.3	0.5333	0.0361	0.4216	0.0069
2	1250	102.1	34.4	69.4	102.1	0.5333	0.0051	1.0266	0.4522
3	2916.7	191.3	64.4	99.4	191.3	0.5333	0.1665	0.3975	0.4522
3	2083.3	146.7	49.4	84.4	146.7	0.5333	0.0361	0.4216	0.0069
3	3750	235.9	79.4	114.4	235.9	0.5333	0.0361	0.4216	0.0069
4	1250	34.4	38	67	34.4	0.0678	0.1643	0.5391	0.0789
3	2083.3	67.8	49.4	73.4	67.8	0.1049	0.0613	0.3087	0.0079
4	1250	20.2	20.2	49.2	20.2	0.0678	0.1643	0.5391	0.0789
2	2083.3	74.4	45.4	69.4	74.4	0.1049	0.0023	0.0046	0.0451
2	2916.7	191.3	64.4	99.4	191.3	0.5333	0.2413	1.0266	0.4522
3	5416.7	322.2	94.8	129.8	322.2	0.5333	0.1665	0.3975	0.4522
2	2916.7	189.6	55.8	90.8	189.6	0.5333	0.2413	1.0266	0.4522
3	7916.7	489.8	59.7	94.7	489.8	0.5333	0.2413	1.0266	0.4522
3	2083.3	75	19.1	43.1	75	0.1049	0.0613	0.3087	0.0079
3	3750	251.8	30.7	65.7	251.8	0.5333	0.2413	1.0266	0.4522
3	4583.3	36.5	36.5	61.5	36.5	0.0678	0.2601	0.5391	0.0503
4	1250	13.3	13.3	42.3	13.3	0.0678	0.1643	0.5391	0.0789
2	4583.3	322	167.3	202.3	322	0.5333	0.1665	0.3975	0.4522
1	1250	74.2	74.2	92.7	74.2	0.2537	0.0008	0.0027	0.1498
3	8750	578	300.3	335.3	578	0.5333	0.2413	1.0266	0.4522
3	2916.7	139	114.1	138.1	139	0.1049	0.1574	0.4671	0.0451
3	2916.7	197.3	42.9	77.9	197.3	0.5333	0.0361	0.4216	0.0069
2	3750	233.8	68.8	103.8	233.8	0.5333	0.0156	0.0058	0.4522
3	7916.7	133.8	133.8	158.8	133.8	0.0678	0.1491	0.2421	0.0052
4	5416.7	94.8	94.8	123.8	94.8	0.0678	0.1643	0.5391	0.0789
3	7916.7	133.8	133.8	158.8	133.8	0.0678	0.0276	0.0029	0.0503
2	4583.3	127.1	81.8	105.8	127.1	0.1049	0.0613	0.3087	0.0079
3	1250	47.2	34.4	58.4	47.2	0.1049	0.0613	0.3087	0.0079
1	5416.7	109.4	121	150	109.4	0.0678	0.1643	0.5391	0.0789
2	7083.3	154.2	154.2	179.2	154.2	0.0678	0.2601	0.5391	0.0503
3	9583.3	253.2	184.4	208.4	253.2	0.1049	0.0613	0.3087	0.0079
3	2916.7	181.9	54.1	89.1	181.9	0.5333	0.2413	1.0266	0.4522
2	2916.7	78.9	54.1	78.1	78.9	0.1049	0.0023	0.0046	0.0451
2	6250	104.5	127.7	156.7	104.5	0.0678	0.0014	0.0029	0.0789
3	6250	373.1	73	108	373.1	0.5333	0.2413	1.0266	0.4522
2	2916.7	45.5	45.5	70.5	45.5	0.0678	0.1491	0.2421	0.0052
4	2916.7	45.5	45.5	74.5	45.5	0.0678	0.1643	0.0041	0.0789
3	3750	106.9	68.8	92.8	106.9	0.1049	0.0023	0.0046	0.0451
2	3750	233.8	68.8	103.8	233.8	0.5333	0.0361	0.4216	0.0069
2	5416.7	147.3	94.8	118.8	147.3	0.1049	0.0023	0.0046	0.0451
2	5416.7	147.3	94.8	118.8	147.3	0.1049	0.0238	0.0468	0.0451
3	2916.7	189.6	55.8	90.8	189.6	0.5333	0.2413	1.0266	0.4522
3	2083.3	66.5	42.8	66.8	66.5	0.1049	0.0613	0.3087	0.0079
2	4583.3	278	81.8	116.8	278	0.5333	0.1665	0.3975	0.4522
3	3750	233.8	68.8	103.8	233.8	0.5333	0.0156	0.0058	0.4522
3	2083.3	66.5	42.8	66.8	66.5	0.1049	0.0238	0.0468	0.0451
3	4583.3	278	81.8	116.8	278	0.5333	0.0361	0.4216	0.0069
3	2916.7	55.8	55.8	80.8	55.8	0.0678	0.1491	0.2421	0.0052
4	3750	68.8	68.8	97.8	68.8	0.0678	0.1643	0.5391	0.0789
2	5416.7	42.3	166.2	201.2	42.3	0.0678	0.0897	1.0905	0.0789
2	4583.3	36.5	36.5	65.5	36.5	0.0678	0.1643	0.5391	0.0789
3	1250	13.3	13.3	38.3	13.3	0.0678	0.2601	0.5391	0.0503
2	2916.7	97.8	24.9	48.9	97.8	0.1049	0.0023	0.0046	0.0451
2	4583.3	36.5	36.5	65.5	36.5	0.0678	0.0499	0.2421	0.0025
3	1250	13.3	13.3	38.3	13.3	0.0678	0.023	0.1648	0.0503
3	3750	109	139.7	174.7	109	0.0678	0.0559	0.6456	0.0789
3	2916.7	216.2	88.4	123.4	216.2	0.5333	0.0361	0.4216	0.0069
2	3750	139.7	109	133	139.7	0.1049	0.1574	0.4671	0.0451
3	2916.7	113.3	88.4	112.4	113.3	0.1049	0.0023	0.0046	0.0451
4	4583.3	129.6	147.2	176.2	129.6	0.0678	0.1643	0.5391	0.0789
3	2083.3	146.7	49.4	84.4	146.7	0.5333	0.0361	0.4216	0.0069
1	3750	87.8	87.8	112.8	87.8	0.0678	0.2601	0.5391	0.0503
3	7083.3	414.3	139.4	174.4	414.3	0.5333	0.2413	1.0266	0.4522
2	4583.3	94.4	104.4	133.4	94.4	0.0678	0.1643	0.5391	0.0789
1	3750	66.7	81.5	110.5	66.7	0.0678	0.1643	0.5391	0.0789
3	2083.3	41.5	50.7	79.7	41.5	0.0678	0.1643	0.5391	0.0789
2	6250	351.5	104.5	139.5	351.5	0.5333	0.0156	0.0058	0.4522
4	2083.3	41.5	50.7	79.7	41.5	0.0678	0.0499	0.2421	0.0025
4	5416.7	91.9	112.3	141.3	91.9	0.0678	0.0014	0.0029	0.0789
3	4583.3	115.7	79.3	103.3	115.7	0.1049	0.0613	0.3087	0.0079
3	2083.3	41.5	60.5	95.5	41.5	0.0678	0.0559	0.6456	0.0789
3	2083.3	50.7	60.5	90	50.7	0.0678	0.0732	0.1726	0.0052
3	2083.3	139.5	41.5	76.5	139.5	0.5333	0.0156	0.0058	0.4522
3	6250	351.5	104.5	139.5	351.5	0.5333	0.0361	0.4216	0.0069
4	2916.7	54.1	66.1	95.1	54.1	0.0678	0.1643	0.5391	0.0789
3	2916.7	181.9	54.1	89.1	181.9	0.5333	0.2413	1.0266	0.4522
3	1250	28.9	35.3	64.3	28.9	0.0678	0.0499	0.2421	0.0025
4	416.7	23.7	23.7	42.2	23.7	0.2537	0.0233	0.0219	0.1498
3	416.7	54.7	16.3	51.3	54.7	0.5333	0.0156	0.0058	0.4522
2	1250	28.9	35.3	64.3	28.9	0.0678	0.0014	0.0029	0.0789
3	3750	56.1	92	127	56.1	0.0678	0.0102	0.0209	0.0789
3	4583.3	260.4	66.7	101.7	260.4	0.5333	0.0156	0.0058	0.4522
3	5416.7	301.8	77.3	112.3	301.8	0.5333	0.1665	0.3975	0.4522
2	2083.3	34.9	44.1	73.1	34.9	0.0678	0.0971	0.1648	0.0789
3	3750	92	56.1	80.1	92	0.1049	0.0238	0.0468	0.0451
2	7083.3	384.6	98.5	133.5	384.6	0.5333	0.2413	1.0266	0.4522
3	4583.3	260.4	66.7	101.7	260.4	0.5333	0.0156	0.0058	0.4522
4	2083.3	34.9	44.1	73.1	34.9	0.0678	0.0014	0.0029	0.0789
1	5416.7	97.7	97.7	122.7	97.7	0.0678	0.1491	0.2421	0.0052
1	2083.3	44.1	44.1	69.1	44.1	0.0678	0.2601	0.5391	0.0503
3	416.7	53.4	13.7	48.7	53.4	0.5333	0.0156	0.0058	0.4522
3	2916.7	74.6	177.6	202.6	74.6	0.2537	0.0531	0.0052	0.1498
4	6250	144.2	144.2	162.7	144.2	0.2537	0.0233	0.0219	0.1498
3	3750	92	219	244	92	0.2537	0.6817	2.3014	0.1498
4	2083.3	136.2	34.9	69.9	136.2	0.5333	0.1665	0.3975	0.4522
2	6250	144.2	87.9	111.9	144.2	0.1049	0.0023	0.0046	0.0451
1	3750	56.1	70.9	99.9	56.1	0.0678	0.1643	0.5391	0.0789
3	12500	167.4	211.6	240.6	167.4	0.0678	0.1643	0.5391	0.0789
3	2083.3	136.2	34.9	69.9	136.2	0.5333	0.0361	0.4216	0.0069
3	4583.3	260.4	66.7	101.7	260.4	0.5333	0.2413	1.0266	0.4522
2	6250	343.2	87.9	122.9	343.2	0.5333	0.1665	0.3975	0.4522
3	2916.7	74.6	177.6	202.6	74.6	0.2537	0.6817	2.3014	0.1498
2	3750	233.8	68.8	103.8	233.8	0.5333	0.2413	1.0266	0.4522
3	6250	343.2	87.9	122.9	343.2	0.5333	0.0051	1.0266	0.4522
3	3750	219	56.1	91.1	219	0.5333	0.2413	1.0266	0.4522
4	6250	87.9	111.1	140.1	87.9	0.0678	0.0499	0.2421	0.0025
3	2916.7	177.6	45.5	80.5	177.6	0.5333	0.0156	0.0058	0.4522
2	7083.3	104	70.6	94.6	104	0.1049	0.1574	0.4671	0.0451
3	2916.7	151	32.6	67.6	151	0.5333	0.0156	0.0058	0.4522
3	10416.7	101	212.6	241.6	101	0.0678	0.0971	0.1648	0.0789
3	2083.3	115.8	25	60	115.8	0.5333	0.2413	1.0266	0.4522
3	7083.3	386.5	42.7	77.7	386.5	0.5333	0.2413	1.0266	0.4522
2	7916.7	428.1	47.3	82.3	428.1	0.5333	0.0361	0.4216	0.0069
3	2916.7	72.1	19.7	43.7	72.1	0.1049	0.0023	0.0046	0.0451
3	3750	88.9	24.3	48.3	88.9	0.1049	0.0613	0.3087	0.0079
2	6250	305.1	19.9	54.9	305.1	0.5333	0.0361	0.4216	0.0069
2	6250	305.1	19.9	54.9	305.1	0.5333	0.0361	0.4216	0.0069
2	2916.7	54.9	10.3	34.3	54.9	0.1049	0.0613	0.3087	0.0079
2	2916.7	157.9	10.3	45.3	157.9	0.5333	0.0361	0.4216	0.0069
2	5416.7	268.3	17.5	52.5	268.3	0.5333	0.2413	1.0266	0.4522
3	1250	84.3	5.5	40.5	84.3	0.5333	0.2413	1.0266	0.4522
4	1250	10.5	13.7	42.7	10.5	0.0678	0.1643	0.5391	0.0789
4	3750	24.3	31.7	60.7	24.3	0.0678	0.0499	0.2421	0.0025
1	2083.3	15.1	19.7	48.7	15.1	0.0678	0.1643	0.5391	0.0789
2	3750	88.9	24.3	48.3	88.9	0.1049	0.0023	0.0046	0.0451
4	6250	38.1	49.7	78.7	38.1	0.0678	0.0499	0.2421	0.0025
2	3750	88.9	24.3	48.3	88.9	0.1049	0.1574	0.4671	0.0451
3	2916.7	72.1	19.7	43.7	72.1	0.1049	0.0023	0.0046	0.0451
3	2916.7	157.9	10.3	45.3	157.9	0.5333	0.0156	0.0058	0.4522
2	12500	581.1	37.9	72.9	581.1	0.5333	0.2413	1.0266	0.4522
3	7083.3	341.9	22.3	57.3	341.9	0.5333	0.0361	0.4216	0.0069
3	5416.7	268.3	17.5	52.5	268.3	0.5333	0.0156	0.0058	0.4522
3	7083.3	341.9	22.3	57.3	341.9	0.5333	0.1665	0.3975	0.4522
1	5416.7	17.5	78.7	107.7	17.5	0.0678	0.0014	0.0029	0.0789
3	3750	194.7	12.7	47.7	194.7	0.5333	0.0051	1.0266	0.4522
2	3750	67.7	12.7	36.7	67.7	0.1049	0.0002	0.0021	0.0451
2	3750	67.7	12.7	36.7	67.7	0.1049	0.0613	0.3087	0.0079
2	2083.3	42.1	7.9	31.9	42.1	0.1049	0.0023	0.0046	0.0451
2	2916.7	157.9	10.3	45.3	157.9	0.5333	0.2413	1.0266	0.4522
4	3750	12.7	57.1	86.1	12.7	0.0678	0.1643	0.5391	0.0789
1	6250	89.5	89.5	114.5	89.5	0.0678	0.023	0.1648	0.0503
2	2916.7	46.3	46.3	71.3	46.3	0.0678	0.1491	0.2421	0.0052
2	6250	106.1	19.9	43.9	106.1	0.1049	0.0023	0.0046	0.0451
4	7083.3	22.3	100.3	129.3	22.3	0.0678	0.1643	0.5391	0.0789
3	2083.3	121.1	7.9	42.9	121.1	0.5333	0.2413	1.0266	0.4522
3	2083.3	121.1	7.9	42.9	121.1	0.5333	0.1665	0.3975	0.4522
2	5416.7	93.3	17.5	41.5	93.3	0.1049	0.1574	0.4671	0.0451
2	2916.7	54.9	10.3	34.3	54.9	0.1049	0.0023	0.0046	0.0451
2	4583.3	80.5	15.1	39.1	80.5	0.1049	0.0613	0.3087	0.0079
2	3750	67.7	12.7	36.7	67.7	0.1049	0.0023	0.0046	0.0451
3	2916.7	54.9	10.3	34.3	54.9	0.1049	0.0613	0.3087	0.0079
2	8750	415.5	27.1	62.1	415.5	0.5333	0.0156	0.0058	0.4522
3	1250	95.3	10.5	45.5	95.3	0.5333	0.0361	0.4216	0.0069
1	12500	37.9	170.5	199.5	37.9	0.0678	0.0014	0.0029	0.0789
3	2083.3	121.1	7.9	42.9	121.1	0.5333	0.0361	0.4216	0.0069
3	2916.7	54.9	10.3	34.3	54.9	0.1049	0.0023	0.0046	0.0451
3	5416.7	268.3	17.5	52.5	268.3	0.5333	0.0361	0.4216	0.0069
2	2916.7	157.9	10.3	45.3	157.9	0.5333	0.0051	1.0266	0.4522
2	2916.7	157.9	10.3	45.3	157.9	0.5333	0.0156	0.0058	0.4522
2	4583.3	80.5	15.1	39.1	80.5	0.1049	0.1574	0.4671	0.0451
1	2916.7	10.3	46.3	75.3	10.3	0.0678	0.1643	0.5391	0.0789
3	6250	106.1	305.1	330.1	106.1	0.2537	0.0531	0.0052	0.1498
3	2916.7	157.9	10.3	45.3	157.9	0.5333	0.1665	0.3975	0.4522
2	6250	89.5	106.1	135.6	89.5	0.0678	0.0143	0.0289	0.0503
2	2916.7	54.9	10.3	34.3	54.9	0.1049	0.0023	0.0046	0.0451
2	4583.3	231.5	15.1	50.1	231.5	0.5333	0.0156	0.0058	0.4522
2	5416.7	268.3	17.5	52.5	268.3	0.5333	0.0361	0.4216	0.0069
3	9583.3	157.3	29.5	53.5	157.3	0.1049	0.0023	0.0046	0.0451
3	2083.3	121.1	7.9	42.9	121.1	0.5333	0.0361	0.4216	0.0069
3	4583.3	231.5	15.1	50.1	231.5	0.5333	0.0361	0.4216	0.0069
2	7083.3	341.9	22.3	57.3	341.9	0.5333	0.0361	0.4216	0.0069
2	4583.3	80.5	15.1	39.1	80.5	0.1049	0.1574	0.4671	0.0451
3	6250	344.9	38.1	73.1	344.9	0.5333	0.2413	1.0266	0.4522
3	3750	220.1	24.3	59.3	220.1	0.5333	0.0156	0.0058	0.4522
3	5416.7	122.5	33.5	57.5	122.5	0.1049	0.0613	0.3087	0.0079
3	2916.7	72.1	19.7	43.7	72.1	0.1049	0.0023	0.0046	0.0451
1	416.7	5.9	7.7	36.7	5.9	0.0678	0.0014	0.0029	0.0789
3	2083.3	136.9	15.1	50.1	136.9	0.5333	0.0156	0.0058	0.4522
3	2083.3	136.9	15.1	50.1	136.9	0.5333	0.0156	0.0058	0.4522
2	2083.3	136.9	15.1	50.1	136.9	0.5333	0.2413	1.0266	0.4522
3	1250	95.3	10.5	45.5	95.3	0.5333	0.0361	0.4216	0.0069
2	10416.7	223.3	61.1	85.1	223.3	0.1049	0.0613	0.3087	0.0079
2	7083.3	386.5	42.7	77.7	386.5	0.5333	0.0361	0.4216	0.0069
3	5416.7	303.3	33.5	68.5	303.3	0.5333	0.2413	1.0266	0.4522
1	3750	24.3	31.7	60.7	24.3	0.0678	0.1643	0.5391	0.0789
3	2916.7	72.1	19.7	43.7	72.1	0.1049	0.0613	0.3087	0.0079
2	12500	265.3	72.6	96.6	265.3	0.1049	0.0613	0.3087	0.0079
2	2916.7	178.5	19.7	54.7	178.5	0.5333	0.2413	1.0266	0.4522
3	2916.7	54.9	10.3	34.3	54.9	0.1049	0.1574	0.4671	0.0451
4	7083.3	22.3	100.3	129.3	22.3	0.0678	0.1643	0.5391	0.0789
2	12500	581.1	37.9	72.9	581.1	0.5333	0.2413	1.0266	0.4522
2	3750	67.7	12.7	36.7	67.7	0.1049	0.1574	0.4671	0.0451
2	5416.7	93.3	17.5	41.5	93.3	0.1049	0.0238	0.0468	0.0451
1	5416.7	93.3	93.3	111.8	93.3	0.2537	0.0233	0.0219	0.1498
3	3750	220.1	24.3	59.3	220.1	0.5333	0.0156	0.0058	0.4522
3	2916.7	178.5	19.7	54.7	178.5	0.5333	0.2413	1.0266	0.4522
2	12500	265.3	72.6	96.6	265.3	0.1049	0.1574	0.4671	0.0451
4	9583.3	56.5	73.7	102.7	56.5	0.0678	0.1643	0.5391	0.0789
3	5416.7	122.5	33.5	57.5	122.5	0.1049	0.0238	0.0468	0.0451
1	2083.3	15.1	19.7	48.7	15.1	0.0678	0.1643	0.5391	0.0789
2	4583.3	261.7	28.9	63.9	261.7	0.5333	0.0361	0.4216	0.0069
1	7083.3	42.7	55.7	84.7	42.7	0.0678	0.1643	0.5391	0.0789
2	8750	189.7	51.9	75.9	189.7	0.1049	0.0023	0.0046	0.0451
2	6250	344.9	38.1	73.1	344.9	0.5333	0.2413	1.0266	0.4522
2	2916.7	54.9	10.3	34.3	54.9	0.1049	0.0023	0.0046	0.0451
2	2916.7	157.9	10.3	45.3	157.9	0.5333	0.0361	0.4216	0.0069
3	8750	415.5	27.1	62.1	415.5	0.5333	0.0361	0.4216	0.0069
2	12500	581.1	37.9	72.9	581.1	0.5333	0.0156	0.0058	0.4522
3	7916.7	378.7	24.7	59.7	378.7	0.5333	0.1665	0.3975	0.4522
2	6250	19.9	106.1	141.1	19.9	0.0678	0.0108	0.2377	0.0025
3	3750	67.7	12.7	36.7	67.7	0.1049	0.0238	0.0468	0.0451
4	5416.7	17.5	78.7	107.7	17.5	0.0678	0.0499	0.2421	0.0025
2	9583.3	452.3	29.5	64.5	452.3	0.5333	0.2413	1.0266	0.4522
3	5416.7	93.3	17.5	41.5	93.3	0.1049	0.0613	0.3087	0.0079
4	3750	12.7	57.1	86.1	12.7	0.0678	0.1643	0.5391	0.0789
2	12500	202.1	37.9	61.9	202.1	0.1049	0.0023	0.0046	0.0451
3	10416.7	489.1	31.9	66.9	489.1	0.5333	0.2413	1.0266	0.4522
2	2916.7	54.9	10.3	34.3	54.9	0.1049	0.0613	0.3087	0.0079
4	1250	5.5	24.7	53.7	5.5	0.0678	0.0499	0.2421	0.0025
3	2916.7	10.3	54.9	89.9	10.3	0.0678	0.0897	1.0905	0.0789
2	3750	12.7	67.7	102.7	12.7	0.0678	0.0102	0.0209	0.0789
3	4583.3	231.5	15.1	50.1	231.5	0.5333	0.0361	0.4216	0.0069
1	2916.7	10.3	46.3	75.3	10.3	0.0678	0.1643	0.5391	0.0789
2	2083.3	42.1	7.9	31.9	42.1	0.1049	0.1574	0.4671	0.0451
3	4583.3	231.5	15.1	50.1	231.5	0.5333	0.1665	0.3975	0.4522
3	2083.3	121.1	7.9	42.9	121.1	0.5333	0.0361	0.4216	0.0069
2	4583.3	231.5	15.1	50.1	231.5	0.5333	0.0156	0.0058	0.4522
4	2916.7	10.3	46.3	75.3	10.3	0.0678	0.1643	0.5391	0.0789
1	1250	5.5	24.7	53.7	5.5	0.0678	0.1643	0.5391	0.0789
2	12500	202.1	37.9	61.9	202.1	0.1049	0.0238	0.0468	0.0451
4	5416.7	78.7	78.7	103.7	78.7	0.0678	0.2601	0.5391	0.0503
2	5416.7	268.3	17.5	52.5	268.3	0.5333	0.2413	1.0266	0.4522
1	2083.3	9.9	32.9	51.4	9.9	0.2537	0.2339	0.6288	0.1498
4	9583.3	36.9	122.9	141.4	36.9	0.2537	0.2339	0.6288	0.1498
3	10416.7	276.4	212.6	247.6	276.4	0.5333	0.0361	0.4216	0.0069
3	2083.3	100	9.9	39.4	100	0.0678	0.0732	0.1726	0.0052
3	7083.3	193.2	148.6	183.6	193.2	0.5333	0.2413	1.0266	0.4522
2	2083.3	52.6	9.9	44.9	52.6	0.0678	0.0102	0.0209	0.0789
2	4583.3	191.2	18.9	48.4	191.2	0.0678	0.0143	0.0289	0.0503
